hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
typo line 255 ucf0101 - ucf101 overall this paper is clearly written and produces very good results on video action recognition datasets .,i am worried that it only shows some improvements in the few datasets that are tried in the paper but not be a good idea in general .,negative,positive,1,5,1,5,1,5,1,5,TRUE
unfortunately i do not believe the paper is ready for publication as it stands as it suffers from lack of clarity and the experimentation is limited in scope .,the experiments verified the relative compactness of the latent space and also qualitatively shows that the learned latent features are more 'disentangled ' .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
unfortunately with the task and analysis falling short the model itself does not provide enough novelty to really motivate accepting this paper in this format .,this paper proposes a novel approach to interactive visual content retrieval .,positive,negative,0,-1,0,-1,0,1,0,0,FALSE
very nice work .,the evaluation results are very weak .,negative,positive,0,-1,0,-1,0,0,0,1,FALSE
very thorough and broad and beyond what i normally see in nips papers .,i think that the paper is not sufficiently clear and not well written furthermore the definition of the rbp is not rigorous and precise .,negative,positive,0,0,0,0,0,1,0,-2,FALSE
weak points no theoretical guarantee for proposed methods .,one advantage of the method is that it is extremely simple .,positive,negative,0,0,0,0,0,0,0,0,TRUE
weaknesses - comparison to deudon et al .,the related work section is complete and well documented .,positive,negative,1,5,1,5,1,5,1,5,TRUE
well-written paper generalizes well significantly outperforms the state of the art clearly shows that more views help seems to be robust to initialization question what happens if more gauss-newton steps are made,it would be much better if the authors can make further effort to understand where exactly the performance comes from .,negative,positive,0,-1,0,-1,0,-2,0,-3,FALSE
what is the advantage of this,it is novel and i believe technically correct .,positive,negative,0,0,0,0,0,0,0,0,TRUE
while both proposed methods return the exact solutions the runtime is even faster than the greedy approximation algorithm divmbest.- the paper is well written and comprehensible .,these lead two simple but efficient algorithms for the joint m-best diverse problem which lead to better performance over those considered competitors in terms of runtime and result quality.- in the title it would be better to make clear the scope of the paper which is m-best diverse labelings for binary submodular energies .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
while it does not propose any novel algorithms it does ask a clear question and provides a compelling experimental answer which assuming the question is relevant should be interesting for the community .,supporting arguments for decision it is unclear to me why the authors have chosen to only take a subset of the celeba and stl-10 datasets for training and testing .,negative,positive,0,-1,0,-1,0,-3,0,-3,FALSE
while the basic ideas explored here are interesting i have several concerns with this work 1 the primary motivation or contributions of the paper are not well articulated .,the insight seems to be present in previous work 32 so extending it to give expressions for tpr fpr is not particularly original though still useful .,negative,positive,0,0,0,0,0,-2,0,2,FALSE
while the discussion section dives deeper in a specific direction a concluding section discussing the theoretical results and experiments overall is missing .,the results are interesting and informative .,positive,negative,0,-1,0,-1,0,-3,0,0,FALSE
while the experiment of fault tolerance is interesting the implications obtained from experiments are somewhat trivial .,the proposed topic is very interesting .,positive,negative,0,-1,0,-1,0,1,0,-3,FALSE
while the idea of using adaptive parameterization is not new the work introduces the concept of activation function bottleneck which is not rigorously defined .,as far as i know the core concept is original although indeed closely related to some previous work as noted by the authors .,positive,negative,0,-1,0,-1,0,-3,0,-2,FALSE
while the model is well-described and supported it is a combination of familiar techniques .,the main concerns of this reviewer lie in a the performance of the proposed methods with comparison to the prior works b experiment settings c the novelty of the proposed approach .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
while the modifications to existing solutions may at first seem minor they have significant impact in applicability effectiveness and speed of generating unrestricted adversarial images .,first i feel that the contributions are not significant enough in comparison to the prior work of song et .al .second i feel that some of the methods and some of the writing are not too principled .,negative,positive,1,4,1,4,1,4,1,4,TRUE
while the paper is motivated heavily by survival analysis the algorithm was not demonstrated on classic survival data sets e.g .uci thoracic surgery pbc etc .,- in terms of significance interval regression is a fundamental problem in fields such as survival analysis and computational biology .,positive,negative,0,0,0,0,0,2,0,-2,FALSE
